location,product,type,productId
SSP-CPS,Food Container (S),borrow,0dff7feb-f0fc-4893-bba3-b76e207c4c4b
SSP-CPS,Food Container (S),borrow,0a3f5313-398d-45af-a548-6486f4779a48
SSP-CPS,Food Container (S),borrow,0bc19c17-f23f-4a56-9237-cb320fff389b
SSP-CPS,Food Container (S),borrow,0b81300d-da82-4113-887c-a0c283729ff9
SSP-CPS,Food Container (S),borrow,0d5c2075-322d-4011-ab48-1f2e8883e0e8
SSP-CPS,Food Container (S),borrow,0a1babcb-0db0-4f3d-bbf7-3a68bf104c58
SSP-CPS,Food Container (S),borrow,0a3c97fe-9355-47ab-89cc-f449b4f7a416
SSP-CPS,Silver Cup (M),borrow,b1bf7fd4-3419-457f-99be-0c385afa1eea
SSP-CPS,Food Container (S),return,0b81300d-da82-4113-887c-a0c283729ff9
SSP-CPS,Food Container (S),return,0a1babcb-0db0-4f3d-bbf7-3a68bf104c58
SSP-CPS,Food Container (S),return,0a3f5313-398d-45af-a548-6486f4779a48
SSP-CPS,Food Container (S),borrow,0cc889a5-8001-40f0-ba71-dadd96320f67
SSP-CPS,Food Container (S),borrow,0c7a87c7-0b62-40a6-ae9d-ee095ddce6c7
SSP-CPS,Food Container (S),borrow,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Food Container (S),borrow,0c1963ff-8d5e-4e30-b619-b193d6ea9d82
SSP-CPS,Food Container (S),borrow,0d0e5d0e-96fb-4751-ac76-a9ad51a7da1e
SSP-CPS,Food Container (S),borrow,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Food Container (S),borrow,0a618b3c-4f5e-430c-bf0f-1379d793441d
SSP-CPS,Food Container (S),borrow,09ddfad6-ae60-4d63-9590-25f241d2bf67
SSP-CPS,Food Container (S),borrow,0cfa811e-20fd-4f5c-bc7a-656377367a58
SSP-CPS,Food Container (S),borrow,0b92d8eb-4bef-4937-8b50-870169dbcce7
SSP-CPS,Food Container (S),borrow,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Silver Cup (M),return,b1bf7fd4-3419-457f-99be-0c385afa1eea
SSP-CPS,Food Container (S),borrow,0c62d30d-b06d-4274-8679-ac6c6caed5f1
SSP-CPS,Food Container (S),borrow,0b51db1e-0475-4e48-8432-3a00ffcd0de1
SSP-CPS,Silver Cup (M),borrow,fb093843-3e7b-478d-9a5e-d1912570e052
SSP-CPS,Food Container (S),return,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Food Container (S),return,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Silver Cup (M),return,fb093843-3e7b-478d-9a5e-d1912570e052
SSP-CPS,Food Container (S),borrow,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Food Container (S),borrow,0dc2c29a-1c25-476e-ab81-f34a657eade9
SSP-CPS,Food Container (S),return,0b92d8eb-4bef-4937-8b50-870169dbcce7
SSP-CPS,Food Container (S),borrow,0b92d8eb-4bef-4937-8b50-870169dbcce7
SSP-CPS,Food Container (S),borrow,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Food Container (S),borrow,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (S),borrow,0c320b71-94ca-40e2-97b0-8878b4949091
SSP-CPS,Food Container (S),borrow,0a1babcb-0db0-4f3d-bbf7-3a68bf104c58
SSP-CPS,Food Container (S),borrow,0c22f414-9d3c-4603-83c7-417780d07004
SSP-CPS,Food Container (S),borrow,0c01f144-977a-4f15-914b-ae3f8a542649
SSP-CPS,Food Container (S),borrow,0c96b505-e631-4949-9417-d650d6910dc3
SSP-CPS,Food Container (S),borrow,0d23c353-cc6b-4ada-88a2-d051526a97ed
SSP-CPS,Food Container (S),borrow,0cf13de4-8d25-4815-939e-740f8f25cac0
SSP-CPS,Food Container (S),borrow,0a46b931-1328-414b-8eb6-9d3bacdebdaf
SSP-CPS,Food Container (S),borrow,0b81300d-da82-4113-887c-a0c283729ff9
SSP-CPS,Food Container (S),return,0b81300d-da82-4113-887c-a0c283729ff9
SSP-CPS,Food Container (S),return,0dc2c29a-1c25-476e-ab81-f34a657eade9
SSP-CPS,Food Container (S),return,0c320b71-94ca-40e2-97b0-8878b4949091
SSP-CPS,Food Container (S),return,0a618b3c-4f5e-430c-bf0f-1379d793441d
SSP-CPS,Food Container (S),return,0c7a87c7-0b62-40a6-ae9d-ee095ddce6c7
SSP-CPS,Food Container (S),return,0b92d8eb-4bef-4937-8b50-870169dbcce7
SSP-CPS,Food Container (S),return,0a46b931-1328-414b-8eb6-9d3bacdebdaf
SSP-CPS,Food Container (S),return,0a3c97fe-9355-47ab-89cc-f449b4f7a416
SSP-CPS,Food Container (S),return,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Food Container (S),return,0c62d30d-b06d-4274-8679-ac6c6caed5f1
SSP-CPS,Food Container (S),return,0a1babcb-0db0-4f3d-bbf7-3a68bf104c58
SSP-CPS,Food Container (S),return,0dff7feb-f0fc-4893-bba3-b76e207c4c4b
SSP-CPS,Food Container (S),return,0cf13de4-8d25-4815-939e-740f8f25cac0
SSP-CPS,Food Container (S),return,0d23c353-cc6b-4ada-88a2-d051526a97ed
SSP-CPS,Food Container (S),return,0d0e5d0e-96fb-4751-ac76-a9ad51a7da1e
SSP-CPS,Food Container (S),return,0c22f414-9d3c-4603-83c7-417780d07004
SSP-CPS,Food Container (S),return,0cc889a5-8001-40f0-ba71-dadd96320f67
SSP-CPS,Food Container (S),return,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (S),return,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Food Container (S),return,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Food Container (S),borrow,0d0e5d0e-96fb-4751-ac76-a9ad51a7da1e
SSP-CPS,Food Container (S),borrow,0c7a87c7-0b62-40a6-ae9d-ee095ddce6c7
SSP-CPS,Food Container (S),borrow,0c22f414-9d3c-4603-83c7-417780d07004
SSP-CPS,Food Container (S),borrow,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (S),borrow,0a3c97fe-9355-47ab-89cc-f449b4f7a416
SSP-CPS,Food Container (S),borrow,0cc889a5-8001-40f0-ba71-dadd96320f67
SSP-CPS,Food Container (S),borrow,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Food Container (S),borrow,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Silver Cup (M),borrow,fb093843-3e7b-478d-9a5e-d1912570e052
SSP-CPS,Food Container (S),return,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (S),return,0d0e5d0e-96fb-4751-ac76-a9ad51a7da1e
SSP-CPS,Food Container (S),return,0c22f414-9d3c-4603-83c7-417780d07004
SSP-CPS,Food Container (S),return,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Food Container (S),return,0a3c97fe-9355-47ab-89cc-f449b4f7a416
SSP-CPS,Food Container (S),return,0c7a87c7-0b62-40a6-ae9d-ee095ddce6c7
SSP-CPS,Food Container (S),return,0bc19c17-f23f-4a56-9237-cb320fff389b
SSP-CPS,Food Container (S),return,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Food Container (S),borrow,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Food Container (S),borrow,0bc19c17-f23f-4a56-9237-cb320fff389b
SSP-CPS,Food Container (S),borrow,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Food Container (S),borrow,0c7a87c7-0b62-40a6-ae9d-ee095ddce6c7
SSP-CPS,Food Container (S),borrow,0a46b931-1328-414b-8eb6-9d3bacdebdaf
SSP-CPS,Food Container (S),borrow,0c62d30d-b06d-4274-8679-ac6c6caed5f1
SSP-CPS,Food Container (S),borrow,0d0e5d0e-96fb-4751-ac76-a9ad51a7da1e
SSP-CPS,Food Container (S),borrow,0c22f414-9d3c-4603-83c7-417780d07004
SSP-CPS,Food Container (S),borrow,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (S),borrow,0b0174e8-814a-43d6-b774-f1c1c352b010
SSP-CPS,Food Container (S),borrow,0dff7feb-f0fc-4893-bba3-b76e207c4c4b
SSP-CPS,Food Container (S),borrow,0a1babcb-0db0-4f3d-bbf7-3a68bf104c58
SSP-CPS,Food Container (S),borrow,0b18e4d9-2623-4217-b4e5-b35217d33810
SSP-CPS,Food Container (S),borrow,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Food Container (S),borrow,0986b366-8b92-44f1-b625-7b7771417ddd
SSP-CPS,Food Container (S),borrow,0c7c942e-8668-4f16-9ad3-4edb0044ce9b
SSP-CPS,Food Container (S),borrow,0bbad8cd-c621-4a56-ad0f-de480c819579
SSP-CPS,Food Container (S),borrow,0b410765-0c37-4bd5-9300-e74841bc26e8
SSP-CPS,Food Container (S),borrow,0b0dce16-2c9c-4e2f-bde1-e17767caeb0f
SSP-CPS,Food Container (S),borrow,0af7f355-fa5e-4cca-8411-cd042547165c
SSP-CPS,Food Container (S),borrow,0c687ae4-279b-459b-ba31-c1e5290a33cd
SSP-CPS,Food Container (S),borrow,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Food Container (S),borrow,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Food Container (S),borrow,0a3c97fe-9355-47ab-89cc-f449b4f7a416
SSP-CPS,Food Container (S),borrow,0b9cea9e-8440-46e0-941a-e7c4b359b540
SSP-CPS,Food Container (S),borrow,0e1e070e-be15-4aef-b2d1-96f62aff217b
SSP-CPS,Food Container (S),return,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (S),return,0d0e5d0e-96fb-4751-ac76-a9ad51a7da1e
SSP-CPS,Food Container (S),return,0c22f414-9d3c-4603-83c7-417780d07004
SSP-CPS,Food Container (S),return,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Food Container (S),return,0a3c97fe-9355-47ab-89cc-f449b4f7a416
SSP-CPS,Food Container (S),return,0bc19c17-f23f-4a56-9237-cb320fff389b
SSP-CPS,Food Container (S),return,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Food Container (S),return,0c7a87c7-0b62-40a6-ae9d-ee095ddce6c7
SSP-CPS,Food Container (S),return,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Food Container (S),return,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Food Container (S),return,0c687ae4-279b-459b-ba31-c1e5290a33cd
SSP-CPS,Food Container (S),return,0dff7feb-f0fc-4893-bba3-b76e207c4c4b
SSP-CPS,Food Container (S),return,0b18e4d9-2623-4217-b4e5-b35217d33810
SSP-CPS,Food Container (S),return,0a1babcb-0db0-4f3d-bbf7-3a68bf104c58
SSP-CPS,Food Container (M),borrow,0c687ae4-279b-459b-ba31-c1e5290a33cd
SSP-CPS,Food Container (M),borrow,0b18e4d9-2623-4217-b4e5-b35217d33810
SSP-CPS,Food Container (M),borrow,0d0e5d0e-96fb-4751-ac76-a9ad51a7da1e
SSP-CPS,Food Container (M),borrow,0a3c97fe-9355-47ab-89cc-f449b4f7a416
SSP-CPS,Food Container (M),borrow,0a1babcb-0db0-4f3d-bbf7-3a68bf104c58
SSP-CPS,Food Container (M),borrow,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Silver Cup (M),borrow,9080eb13-56f4-4984-8d80-7f1ddb4dba54
SSP-CPS,Silver Cup (M),borrow,bcf24ba4-1d80-4ae6-a891-0b2a7faaf90d
SSP-CPS,Food Container (M),borrow,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Food Container (M),borrow,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Food Container (M),borrow,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Silver Cup (M),return,fb093843-3e7b-478d-9a5e-d1912570e052
SSP-CPS,Food Container (M),borrow,0986b366-8b92-44f1-b625-7b7771417ddd
SSP-CPS,Food Container (M),return,0d0e5d0e-96fb-4751-ac76-a9ad51a7da1e
SSP-CPS,Food Container (M),return,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Food Container (M),return,0a1babcb-0db0-4f3d-bbf7-3a68bf104c58
SSP-CPS,Food Container (S),return,0cfa811e-20fd-4f5c-bc7a-656377367a58
SSP-CPS,Food Container (S),return,0af7f355-fa5e-4cca-8411-cd042547165c
SSP-CPS,Food Container (M),return,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Food Container (S),return,09ddfad6-ae60-4d63-9590-25f241d2bf67
SSP-CPS,Food Container (M),return,0b18e4d9-2623-4217-b4e5-b35217d33810
SSP-CPS,Food Container (M),return,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Food Container (M),return,0a3c97fe-9355-47ab-89cc-f449b4f7a416
SSP-CPS,Food Container (M),return,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Food Container (M),borrow,0a3c97fe-9355-47ab-89cc-f449b4f7a416
SSP-CPS,Food Container (M),borrow,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Food Container (M),borrow,0a1babcb-0db0-4f3d-bbf7-3a68bf104c58
SSP-CPS,Food Container (M),borrow,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Food Container (M),borrow,0cfa811e-20fd-4f5c-bc7a-656377367a58
SSP-CPS,Food Container (M),borrow,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Food Container (M),borrow,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (M),borrow,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Food Container (M),borrow,09ddfad6-ae60-4d63-9590-25f241d2bf67
SSP-CPS,Food Container (M),borrow,0b81300d-da82-4113-887c-a0c283729ff9
SSP-CPS,Silver Cup (M),borrow,ae6c2ddf-f09f-4834-acc1-1612b9775afd
SSP-CPS,Food Container (M),borrow,0c7c942e-8668-4f16-9ad3-4edb0044ce9b
SSP-CPS,Food Container (M),borrow,0bc19c17-f23f-4a56-9237-cb320fff389b
SSP-CPS,Food Container (M),borrow,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Silver Cup (M),borrow,d6555746-c220-41fa-82a1-bb617c4c0f38
SSP-CPS,Food Container (M),borrow,0b9cea9e-8440-46e0-941a-e7c4b359b540
SSP-CPS,Food Container (M),borrow,0af7f355-fa5e-4cca-8411-cd042547165c
SSP-CPS,Silver Cup (M),borrow,b59b7377-78af-457f-97c3-c03ce14df55c
SSP-CPS,Silver Cup (M),borrow,79e10b00-8698-42cb-9b45-d32170599a7e
SSP-CPS,Food Container (M),return,0b81300d-da82-4113-887c-a0c283729ff9
SSP-CPS,Food Container (M),return,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Food Container (S),return,0a46b931-1328-414b-8eb6-9d3bacdebdaf
SSP-CPS,Food Container (M),return,0c687ae4-279b-459b-ba31-c1e5290a33cd
SSP-CPS,Food Container (M),return,0c7c942e-8668-4f16-9ad3-4edb0044ce9b
SSP-CPS,Food Container (M),return,0a1babcb-0db0-4f3d-bbf7-3a68bf104c58
SSP-CPS,Food Container (M),return,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Food Container (M),return,0af7f355-fa5e-4cca-8411-cd042547165c
SSP-CPS,Food Container (S),return,0c62d30d-b06d-4274-8679-ac6c6caed5f1
SSP-CPS,Food Container (S),return,0b51db1e-0475-4e48-8432-3a00ffcd0de1
SSP-CPS,Food Container (M),return,0986b366-8b92-44f1-b625-7b7771417ddd
SSP-CPS,Food Container (M),return,0bc19c17-f23f-4a56-9237-cb320fff389b
SSP-CPS,Silver Cup (M),return,b59b7377-78af-457f-97c3-c03ce14df55c
SSP-CPS,Silver Cup (M),return,d6555746-c220-41fa-82a1-bb617c4c0f38
SSP-CPS,Silver Cup (M),return,ae6c2ddf-f09f-4834-acc1-1612b9775afd
SSP-CPS,Silver Cup (M),return,9080eb13-56f4-4984-8d80-7f1ddb4dba54
SSP-CPS,Silver Cup (M),return,bcf24ba4-1d80-4ae6-a891-0b2a7faaf90d
SSP-CPS,Food Container (S),return,0c96b505-e631-4949-9417-d650d6910dc3
SSP-CPS,Food Container (M),return,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Food Container (S),return,0c01f144-977a-4f15-914b-ae3f8a542649
SSP-CPS,Silver Cup (M),return,79e10b00-8698-42cb-9b45-d32170599a7e
SSP-CPS,Food Container (M),borrow,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Food Container (M),borrow,0c96b505-e631-4949-9417-d650d6910dc3
SSP-CPS,Food Container (M),borrow,0b81300d-da82-4113-887c-a0c283729ff9
SSP-CPS,Food Container (M),borrow,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Food Container (M),borrow,0c01f144-977a-4f15-914b-ae3f8a542649
SSP-CPS,Food Container (M),borrow,0c687ae4-279b-459b-ba31-c1e5290a33cd
SSP-CPS,Food Container (M),borrow,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Food Container (M),borrow,0c394f0a-f7e3-408c-822e-028d75cb8550
SSP-CPS,Food Container (M),borrow,0af7f355-fa5e-4cca-8411-cd042547165c
SSP-CPS,Food Container (M),borrow,0c7a87c7-0b62-40a6-ae9d-ee095ddce6c7
SSP-CPS,Food Container (M),return,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Food Container (M),return,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Food Container (S),return,0c1963ff-8d5e-4e30-b619-b193d6ea9d82
SSP-CPS,Food Container (M),return,09ddfad6-ae60-4d63-9590-25f241d2bf67
SSP-CPS,Food Container (M),return,0c687ae4-279b-459b-ba31-c1e5290a33cd
SSP-CPS,Food Container (M),return,0b21f8f8-6772-40cf-aaa9-d472dbe87ccd
SSP-CPS,Food Container (M),return,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Food Container (M),return,0c7a87c7-0b62-40a6-ae9d-ee095ddce6c7
SSP-CPS,Food Container (M),return,0af7f355-fa5e-4cca-8411-cd042547165c
SSP-CPS,Food Container (M),return,0cfa811e-20fd-4f5c-bc7a-656377367a58
SSP-CPS,Food Container (M),return,0b81300d-da82-4113-887c-a0c283729ff9
SSP-CPS,Food Container (M),return,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (M),return,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Food Container (M),return,0c96b505-e631-4949-9417-d650d6910dc3
SSP-CPS,Food Container (S),return,0e1e070e-be15-4aef-b2d1-96f62aff217b
SSP-CPS,Food Container (M),borrow,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (M),borrow,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Food Container (M),borrow,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Food Container (M),borrow,0e1e070e-be15-4aef-b2d1-96f62aff217b
SSP-CPS,Food Container (M),borrow,0c96b505-e631-4949-9417-d650d6910dc3
SSP-CPS,Food Container (M),borrow,0cfa811e-20fd-4f5c-bc7a-656377367a58
SSP-CPS,Food Container (M),borrow,0c687ae4-279b-459b-ba31-c1e5290a33cd
SSP-CPS,Food Container (M),return,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Food Container (M),return,0c96b505-e631-4949-9417-d650d6910dc3
SSP-CPS,Food Container (M),return,0e1e070e-be15-4aef-b2d1-96f62aff217b
SSP-CPS,Food Container (M),return,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Food Container (M),return,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (M),borrow,0c1963ff-8d5e-4e30-b619-b193d6ea9d82
SSP-CPS,Food Container (S),return,0ad849fb-14b1-4bc2-996f-ab4bdf188d82
SSP-CPS,Food Container (M),borrow,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Food Container (M),borrow,0b81300d-da82-4113-887c-a0c283729ff9
SSP-CPS,Food Container (M),borrow,0e1e070e-be15-4aef-b2d1-96f62aff217b
SSP-CPS,Food Container (M),borrow,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Food Container (M),borrow,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (M),borrow,09ddfad6-ae60-4d63-9590-25f241d2bf67
SSP-CPS,Food Container (M),borrow,0986b366-8b92-44f1-b625-7b7771417ddd
SSP-CPS,Food Container (M),borrow,0b18e4d9-2623-4217-b4e5-b35217d33810
SSP-CPS,Food Container (M),return,0e1e070e-be15-4aef-b2d1-96f62aff217b
SSP-CPS,Food Container (M),return,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (M),return,0a3c97fe-9355-47ab-89cc-f449b4f7a416
SSP-CPS,Food Container (M),return,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Food Container (M),return,09ddfad6-ae60-4d63-9590-25f241d2bf67
SSP-CPS,Food Container (M),return,0b9cea9e-8440-46e0-941a-e7c4b359b540
SSP-CPS,Food Container (M),borrow,0a46b931-1328-414b-8eb6-9d3bacdebdaf
SSP-CPS,Food Container (M),borrow,0e1e070e-be15-4aef-b2d1-96f62aff217b
SSP-CPS,Food Container (M),borrow,0a3c97fe-9355-47ab-89cc-f449b4f7a416
SSP-CPS,Food Container (M),borrow,0b6dc5ec-5c93-4901-b430-f11d5e0985b1
SSP-CPS,Food Container (M),borrow,09ddfad6-ae60-4d63-9590-25f241d2bf67
SSP-CPS,Food Container (M),borrow,0d112092-c7c0-47d3-9d45-9205febbd4de
SSP-CPS,Food Container (M),borrow,0c96b505-e631-4949-9417-d650d6910dc3
SSP-CPS,Food Container (M),borrow,0bc19c17-f23f-4a56-9237-cb320fff389b
SSP-CPS,Food Container (M),borrow,0c62d30d-b06d-4274-8679-ac6c6caed5f1
SSP-CPS,Food Container (M),borrow,0b0174e8-814a-43d6-b774-f1c1c352b010
SSP-CPS,Food Container (M),borrow,0b51db1e-0475-4e48-8432-3a00ffcd0de1
SSP-CPS,Food Container (M),borrow,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Food Container (M),borrow,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Silver Cup (M),borrow,8b7daa46-46f3-47c6-996e-edb7d515c9f8
SSP-CPS,Food Container (M),return,0c687ae4-279b-459b-ba31-c1e5290a33cd
SSP-CPS,Food Container (M),return,0cfa811e-20fd-4f5c-bc7a-656377367a58
SSP-CPS,Food Container (M),return,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Food Container (M),return,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Food Container (M),return,0bbbd72d-2a24-4dd4-a201-73cbb9480fbf
SSP-CPS,Silver Cup (M),return,8b7daa46-46f3-47c6-996e-edb7d515c9f8
SSP-CPS,Food Container (S),return,0d5c2075-322d-4011-ab48-1f2e8883e0e8
SSP-CPS,Food Container (M),borrow,0d2f5ff8-1b6a-4b66-b10e-407327f9fc4a
SSP-CPS,Food Container (M),borrow,0d5c2075-322d-4011-ab48-1f2e8883e0e8
SSP-CPS,Food Container (M),return,0c01f144-977a-4f15-914b-ae3f8a542649
SSP-CPS,Food Container (M),return,0d5c2075-322d-4011-ab48-1f2e8883e0e8
SSP-CPS,Food Container (M),borrow,06263e67-7f9b-4e8f-ae29-fb3b2a8782dd
SSP-CPS,Food Container (M),borrow,0cfa811e-20fd-4f5c-bc7a-656377367a58
SSP-CPS,Food Container (M),borrow,0c687ae4-279b-459b-ba31-c1e5290a33cd
SSP-CPS,Food Container (M),return,0c1963ff-8d5e-4e30-b619-b193d6ea9d82
SSP-CPS,Food Container (M),return,0a46b931-1328-414b-8eb6-9d3bacdebdaf
SSP-CPS,Food Container (M),return,0c687ae4-279b-459b-ba31-c1e5290a33cd
SSP-CPS,Food Container (M),return,0cfa811e-20fd-4f5c-bc7a-656377367a58
SSP-CPS,Food Container (M),borrow,0c1963ff-8d5e-4e30-b619-b193d6ea9d82
SSP-CPS,Food Container (M),borrow,0a46b931-1328-414b-8eb6-9d3bacdebdaf
